,Announcement_Date,PURPOSE,REMARKS
626,09-04-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
627,01-04-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
628,28-03-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
629,26-03-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
630,25-03-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
631,22-03-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
632,21-03-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
633,14-03-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
634,13-03-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
635,05-03-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
636,04-03-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
637,01-03-2013,Others,Tata  Consultancy  Services Ltd has informed BSE that : TCS  has  filed ...
638,28-02-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
639,18-02-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
640,15-02-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
641,08-02-2013,Others,Tata  Consultancy  Services Ltd has informed BSE that Mr.  S.   Mahaling...
642,04-02-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
643,28-01-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
644,23-01-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
645,22-01-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
646,18-01-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
647,28-12-2012,Others,Tata  Consultancy  Services  Ltd has informed BSE  that  with  effect  f...
648,20-12-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
649,19-12-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
650,18-12-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
651,13-12-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
652,12-12-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
653,06-12-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
654,29-11-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
655,15-11-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
656,09-11-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
657,08-11-2012,Others,Tata Consultancy Services Ltd has informed BSE that the Board of  Direct...
658,06-11-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
659,01-11-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
660,29-10-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
661,23-10-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
662,04-10-2012,Others,Tata  Consultancy  Services  Ltd has informed BSE that  regarding  a  Pr...
663,27-09-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
664,25-09-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
665,18-09-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
666,13-09-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
667,04-09-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
668,27-08-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
669,16-08-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
670,14-08-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
671,08-08-2012,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of the Minutes...
672,02-08-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
673,30-07-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
674,24-07-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
675,19-07-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
676,17-07-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
677,13-07-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
678,02-07-2012,Others,Tata Consultancy Services Ltd has informed BSE that regarding Clause 35A...
679,28-06-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
680,27-06-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
681,22-06-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
682,21-06-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
683,14-06-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
684,30-05-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
685,24-05-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
686,21-05-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
687,15-05-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
688,14-05-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
689,11-05-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
690,07-05-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
691,03-05-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
692,02-05-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
693,30-04-2012,Others,Tata  Consultancy Services  Ltd  has informed BSE regarding a Press Rele...
694,25-04-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
695,02-04-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
696,29-03-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
697,27-03-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
698,20-03-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
699,28-02-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
700,23-02-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
701,14-02-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
702,13-02-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
703,08-02-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
704,06-02-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
705,02-02-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
706,31-01-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
707,30-01-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
708,25-01-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
709,19-12-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
710,07-12-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
711,17-11-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
712,16-11-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
713,09-11-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
714,01-11-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
715,24-10-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
716,21-10-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
717,19-10-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
718,14-10-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
719,13-10-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
720,07-10-2011,Others,Tata Consultancy Services Ltd has submitted the disclosure under Regulat...
721,22-09-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
722,20-09-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
723,19-09-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
724,15-09-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
725,13-09-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
726,12-09-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
727,06-09-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
728,26-08-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
729,22-08-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
730,19-08-2011,Others,Tata Consultancy Services Ltd has submitted the disclosure under Regulat...
731,08-08-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
732,05-08-2011,Others,Tata Consultancy Services Ltd has informed BSE that the members at the 1...
733,26-07-2011,Others,Tata Consultancy Services Ltd has submitted the disclosure under Regulat...
734,06-07-2011,Others,Tata Consultancy Services Ltd has submitted the disclosure under Regulat...
735,04-07-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
736,28-06-2011,Others,Tata Consultancy Services Ltd has submitted the disclosure under Regulat...
737,23-06-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
738,17-06-2011,Others,Tata Consultancy Services Ltd  has informed BSE regarding a Press Releas...
739,16-06-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
740,02-06-2011,Others,Tata Consultancy Services Ltd has informed BSE that the members at the 1...
741,31-05-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
742,30-05-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
743,16-05-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
744,13-05-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
745,10-05-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
746,04-05-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
747,03-05-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
748,01-04-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
749,28-03-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
750,24-03-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
751,22-03-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
752,15-03-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
753,03-03-2011,Others,Tata Consultancy Services Ltd has submitted the disclosure under Regulat...
754,01-03-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
755,25-02-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
756,24-02-2011,Others,Tata Consultancy Services Ltd regarding a Press Release dated February 2...
757,16-02-2011,Others,Tata Consultancy Services Ltd has informed BSE about a Press Release dat...
758,09-02-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
759,25-01-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
760,04-01-2011,Others,Tata Consultancy Services Ltd has informed BSE that the amendments relat...
